UnixTimestamp_ms;Event;Details
1776236721561;GameStart;startstory
1776236721569;TestStart;Unity connected
1776236723019;KeyPress;Space
1776236723400;KeyPress;Space
1776236723628;KeyPress;Space
1776236723834;KeyPress;Space
1776236724040;KeyPress;Space
1776236724237;KeyPress;Space
1776236724447;KeyPress;Space
1776236724668;KeyPress;Space
1776236724894;KeyPress;Space
1776236725102;KeyPress;Space
1776236725262;KeyPress;Space
