UnixTimestamp_ms;Event;Details
1776239025457;GameStart;startstory
1776239025470;TestStart;Unity connected
1776239027168;KeyPress;Space
1776239027373;KeyPress;Space
1776239027653;KeyPress;Space
1776239027852;KeyPress;Space
1776239028037;KeyPress;Space
1776239028234;KeyPress;Space
1776239029222;KeyPress;Space
1776239029723;KeyPress;Space
1776239030027;KeyPress;Space
1776239030255;KeyPress;Space
1776239030522;KeyPress;Space
1776239036794;ChoiceShown;ch2_07_sister_approaches_and_subpattern
